paper_id,exp_id,combined_id,description,result,refsol,environment
2205.13371,11,2205.13371_11,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 4
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.762,python train_vae.py --task NSBT --dist EuclideanNormal --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,12,2205.13371_12,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 5
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.74,python train_vae.py --task NSBT --dist EuclideanNormal --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,13,2205.13371_13,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 5
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.807,python train_vae.py --task NSBT --dist EuclideanNormal --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,14,2205.13371_14,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 6
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.741,python train_vae.py --task NSBT --dist EuclideanNormal --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,15,2205.13371_15,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 6
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.712,python train_vae.py --task NSBT --dist EuclideanNormal --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,16,2205.13371_16,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 7
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.735,python train_vae.py --task NSBT --dist IsotropicHWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,17,2205.13371_17,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 7
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.602,python train_vae.py --task NSBT --dist IsotropicHWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,18,2205.13371_18,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 4
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.773,python train_vae.py --task NSBT --dist IsotropicHWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,19,2205.13371_19,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 4
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.902,python train_vae.py --task NSBT --dist IsotropicHWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,20,2205.13371_20,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 5
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.809,python train_vae.py --task NSBT --dist IsotropicHWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,21,2205.13371_21,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 5
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.867,python train_vae.py --task NSBT --dist IsotropicHWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,22,2205.13371_22,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 6
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.798,python train_vae.py --task NSBT --dist IsotropicHWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,23,2205.13371_23,"Experiment: run experiment on NSBT task using Isotropic HWN distribution and depth 6
Parameters:
- NSBT task
- distribution Isotropic HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.811,python train_vae.py --task NSBT --dist IsotropicHWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,24,2205.13371_24,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 7
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.759,python train_vae.py --task NSBT --dist DiagonalHWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,25,2205.13371_25,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 7
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.697,python train_vae.py --task NSBT --dist DiagonalHWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,26,2205.13371_26,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 4
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.814,python train_vae.py --task NSBT --dist DiagonalHWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,27,2205.13371_27,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 4
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.918,python train_vae.py --task NSBT --dist DiagonalHWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,28,2205.13371_28,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 5
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.791,python train_vae.py --task NSBT --dist DiagonalHWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,29,2205.13371_29,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 5
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.808,python train_vae.py --task NSBT --dist DiagonalHWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,30,2205.13371_30,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 6
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.817,python train_vae.py --task NSBT --dist DiagonalHWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,31,2205.13371_31,"Experiment: run experiment on NSBT task using Diagonal HWN distribution and depth 6
Parameters:
- NSBT task
- distribution Diagonal HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.862,python train_vae.py --task NSBT --dist DiagonalHWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,32,2205.13371_32,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 7
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.794,python train_vae.py --task NSBT --dist FullHWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,33,2205.13371_33,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 7
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.815,python train_vae.py --task NSBT --dist FullHWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,34,2205.13371_34,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 4
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.827,python train_vae.py --task NSBT --dist FullHWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,35,2205.13371_35,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 4
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.956,python train_vae.py --task NSBT --dist FullHWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,36,2205.13371_36,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 5
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.798,python train_vae.py --task NSBT --dist FullHWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,37,2205.13371_37,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 5
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.878,python train_vae.py --task NSBT --dist FullHWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,38,2205.13371_38,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 6
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.798,python train_vae.py --task NSBT --dist FullHWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,39,2205.13371_39,"Experiment: run experiment on NSBT task using Full HWN distribution and depth 6
Parameters:
- NSBT task
- distribution Full HWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.87,python train_vae.py --task NSBT --dist FullHWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2212.08645,0,2212.08645_0,"Experiment: run experiment on CIRCE method using linear dsprites
Parameters:
- CIRCE
- ridge regression 0.1
- conditional independence/regularization strength 10
Return: MSE loss on out of domain test set",0.1,python main.py -v dsprites_linear/circe.yml,
2212.08645,1,2212.08645_1,"Experiment: run experiment on CIRCE method using linear dsprites
Parameters:
- CIRCE
- ridge regression 0.1
- conditional independence/regularization strength 100
Return: MSE loss on out of domain test set",0.07,"// change yml to use lambda 100
python main.py -v dsprites_linear/circe.yml",
2212.08645,2,2212.08645_2,"Experiment: run experiment on CIRCE method using nonlinear dsprites
Parameters:
- CIRCE
- nonlinear dSprites
- ridge regression 0.1
- conditional independence/regularization strength 10
Return: MSE loss on out of domain test set",0.075,python main.py -v dsprites_tricky/circe.yml,
2209.15486,0,2209.15486_0,"Experiment: Run ELPH model on Cora dataset
Return: test accuracy",87.72,"cd src
python runners/run.py --dataset_name Cora --model ELPH",subgraph
2209.15486,1,2209.15486_1,"Experiment: Run BUDDY model on Cora dataset
Return: test accuracy",88,"cd src
python runners/run.py --dataset_name Cora --model BUDDY",subgraph
2209.15486,2,2209.15486_2,"Experiment: Run ELPH model on Citeseer dataset
Return: test accuracy",93.44,"cd src
python runners/run.py --dataset_name Citeseer --model ELPH",subgraph
2209.15486,3,2209.15486_3,"Experiment: Run BUDDY model on Citeseer dataset
Return: test accuracy",92.93,"cd src
python runners/run.py --dataset_name Citeseer --model BUDDY",subgraph
2209.15486,4,2209.15486_4,"Experiment: Run ELPH model on Pubmed dataset
Parameters:
- max hash hops 3
- feature dropout 0.2
Return: test accuracy",72.99,"cd src
python runners/run.py --dataset_name Pubmed --max_hash_hops 3 --feature_dropout 0.2 --model ELPH",subgraph
2209.15486,5,2209.15486_5,"Experiment: Run BUDDY model on Pubmed dataset
Parameters:
- max hash hops 3
- feature dropout 0.2
Return: test accuracy",74.1,"cd src
python runners/run.py --dataset_name Pubmed --max_hash_hops 3 --feature_dropout 0.2 --model BUDDY",subgraph
2209.15486,6,2209.15486_6,"Experiment: Run ELPH model on Collab dataset
Parameters:
- K 50 
- lr 0.01 
- feature_dropout 0.05 
- add_normed_features 1 
- label_dropout 0.1 
- batch_size 2048 
- year 2007
Return: test accuracy",66.32,"cd src
python runners/run.py --dataset_name ogbl-collab --K 50 --lr 0.01 --feature_dropout 0.05 --add_normed_features 1 --label_dropout 0.1 --batch_size 2048 --year 2007 --model ELPH",subgraph
2209.15486,7,2209.15486_7,"Experiment: Run BUDDY model on Collab dataset
Parameters:
- K 50 
- lr 0.02
- feature_dropout 0.05 
- add_normed_features 1 
- label_dropout 0.1 
- cache_subgraph_features
- year 2007
Return: test accuracy",65.94,"cd src
python runners/run.py --dataset_name ogbl-collab --K 50 --lr 0.02 --feature_dropout 0.05 --add_normed_features 1 --cache_subgraph_features --label_dropout 0.1 --year 2007 --model BUDDY",subgraph
2209.15486,8,2209.15486_8,"Experiment: Run ELPH model on DDI dataset
Parameters:
--K 20 
--train_node_embedding 
--propagate_embeddings 
--label_dropout 0.25 
--epochs 150 
--hidden_channels 256 
--lr 0.0015 
--num_negs 6 
--use_feature 0 
--sign_k 2 
--batch_size 131072
Return: test accuracy",83.19,"cd src
python runners/run.py --dataset ogbl-ddi --K 20 --train_node_embedding --propagate_embeddings --label_dropout 0.25 --epochs 150 --hidden_channels 256 --lr 0.0015 --num_negs 6 --use_feature 0 --sign_k 2 --batch_size 131072 --model ELPH
",subgraph
2209.15486,9,2209.15486_9,"Experiment: Run BUDDY model on DDI dataset
Parameters:
--K 20 
--train_node_embedding 
--propagate_embeddings 
--label_dropout 0.25 
--epochs 150 
--hidden_channels 256 
--lr 0.0015 
--num_negs 6 
--use_feature 0 
--sign_k 2 
--cache_subgraph_features
--batch_size 131072
Return: test accuracy",78.51,"cd src
python runners/run.py --dataset ogbl-ddi --K 20 --train_node_embedding --propagate_embeddings --label_dropout 0.25 --epochs 150 --hidden_channels 256 --lr 0.0015 --num_negs 6 --use_feature 0 --sign_k 2 --cache_subgraph_features --batch_size 131072 --model BUDDY
",subgraph
2209.15486,10,2209.15486_10,"Experiment: Run BUDDY model on PPA dataset
Parameters:
--label_dropout 0.1 
--use_feature 0 
--use_RA 1 
--lr 0.03 
--epochs 100 
--hidden_channels 256 
--cache_subgraph_features 
--add_normed_features 1 
--use_zero_one 1
Return: test accuracy",49.85,"cd src
python runners/run.py --dataset_name ogbl-ppa --label_dropout 0.1 --use_feature 0 --use_RA 1 --lr 0.03 --epochs 100 --hidden_channels 256 --cache_subgraph_features --add_normed_features 1 ----use_zero_one 1 model BUDDY",subgraph
2209.15486,11,2209.15486_11,"Experiment: Run BUDDY model on Citation2 dataset
Parameters:
--hidden_channels 128 
--num_negs 5 
--lr 0.0005 
--sign_dropout 0.2 
--feature_dropout 0.7 
--label_dropout 0.8 
--sign_k 3 
--batch_size 261424 
--eval_batch_size 522848 
--cache_subgraph_features
Return: test accuracy",87.56,"cd src
python runners/run.py --dataset ogbl-citation2 --hidden_channels 128 --num_negs 5 --lr 0.0005 --sign_dropout 0.2 --feature_dropout 0.7 --label_dropout 0.8 --sign_k 3 --batch_size 261424 --eval_batch_size 522848 --cache_subgraph_features --model BUDDY
",subgraph
2307.03135,0,2307.03135_0,"Experiment: First, install dependencies using ""pip install -e ."". Then, train a Resnet18 student model using CLIP ViT-L/14 model as teacher with L-cls and L-mse loss enabled on CaltechBirds dataset
Parameters:
- dataset directory: dataset/cub
- train batch: 128
- test batch: 64
- 90 epochs
- 0.05 learning rate
Return: evaluation performance for in-distribution dataset",63.7,"pip install -e .
python main_experiments.py -d datasets/cub -a resnet18 --label-path datasets/cub/label2text.txt --repeat-epochs 5 --epochs 90 --lr 0.05 --schedule 30 60 --gamma 0.1 --train-batch 128 --test-batch 64 --use-clip --clip-model ViT-L/14 --clip-align-image-classification=1 --clip-align-image-mse",
2307.03135,1,2307.03135_1,"Experiment: First, install dependencies using ""pip install -e ."". Then, train a Resnet18 student model using CLIP ViT-L/14 model as teacher with L-cls, L-cst, and L-mse loss enabled on CaltechBirds dataset
Parameters:
- dataset directory: dataset/cub
- train batch: 128
- test batch: 64
- 90 epochs
- 0.05 learning rate
- 5 shot
Return: evaluation performance for out-of-distribution dataset",39,"pip install -e .
python main_experiments.py -d datasets/cub -a resnet18 \ 
--label-path datasets/cub/label2text.txt --repeat-epochs 5 \
--epochs 20 --lr 0.001 --onecyclelr --gamma 0.1 \
--train-batch 128 --test-batch 64 \
--use-clip --clip-model ViT-L/14 \
--clip-align-image-classification=1 \
--clip-align-image-mse \
--clip-align-image-contrastive \
--few-shot-num 5 --few-shot-method finetune",
2307.03135,2,2307.03135_2,"Experiment: First, install dependencies using ""pip install -e ."". Then, train a Resnet18 student model using CLIP ViT-L/14 model as teacher with L-cls, L-cst, L-mse, and L-vlalign (with k=256) loss enabled on Flower102 dataset
Parameters:
- dataset directory: dataset/flowers
- train batch: 128
- test batch: 64
- 90 epochs
- 0.05 learning rate
- one shot, out-of-distribution
Return: evaluation performance for out-of-distribution dataset",14.6,"pip install -e .
python main_experiments.py -d datasets/flowers -a resnet18 \ 
--label-path datasets/cub/label2text.txt --repeat-epochs 5 \
--epochs 90 --lr 0.05 --schedule 30 60 --gamma 0.1 \
--train-batch 128 --test-batch 64 \
--use-clip --clip-model ViT-L/14 \
--clip-align-image-classification=1 \
--clip-align-image-mse \
--clip-align-image-contrastive \
--clip-align-proximal-text-num=256",
